TransactionID,Product
160698,"['ketchups', 'sauces', 'adjika']"
160698,['pasta']
160698,['tea']
160747,['pasta']
160747,['honey']
160747,['tea']
161217,"['ketchups', 'sauces', 'adjika']"
161217,['pasta']
161217,['cheeses']
161243,"['ketchups', 'sauces', 'adjika']"
161243,['pasta']
161243,['cheeses']
161354,"['ketchups', 'sauces', 'adjika']"
161354,['pasta']
161354,['tea']
161833,['pasta']
161833,['honey']
161833,['tea']
162185,"['ketchups', 'sauces', 'adjika']"
162185,['pasta']
162185,['tea']
162579,['cheeses']
162579,['honey']
162579,['tea']
162661,['waffles']
162661,['cheeses']
162661,['tea']
162718,"['ketchups', 'sauces', 'adjika']"
162718,['pasta']
162718,['cheeses']
162788,['waffles']
162788,"['ketchups', 'sauces', 'adjika']"
162788,['tea']
162915,['waffles']
162915,['crackers']
162915,['tea']
163029,"['ketchups', 'sauces', 'adjika']"
163029,['honey']
163029,['tea']
163261,"['ketchups', 'sauces', 'adjika']"
163261,['pasta']
163261,['cheeses']
163331,['tea']
163331,['honey']
163331,['cheeses']
163439,['honey']
163439,['crackers']
163439,['tea']
164014,"['ketchups', 'sauces', 'adjika']"
164014,['pasta']
164014,['tea']
164078,"['ketchups', 'sauces', 'adjika']"
164078,['pasta']
164078,['tea']
164079,['waffles']
164079,['crackers']
164079,['tea']
164110,"['ketchups', 'sauces', 'adjika']"
164110,['cheeses']
164110,['tea']
164200,"['ketchups', 'sauces', 'adjika']"
164200,['pasta']
164200,['cheeses']
164453,['waffles']
164453,['honey']
164453,['tea']
165325,['waffles']
165325,['crackers']
165325,['tea']
165417,['waffles']
165417,['pasta']
165417,['crackers']
165698,"['ketchups', 'sauces', 'adjika']"
165698,['pasta']
165698,['honey']
166110,['crackers']
166110,['honey']
166110,['tea']
166881,"['ketchups', 'sauces', 'adjika']"
166881,['pasta']
166881,['honey']
166966,"['ketchups', 'sauces', 'adjika']"
166966,['pasta']
166966,['cheeses']
167022,"['ketchups', 'sauces', 'adjika']"
167022,['pasta']
167022,['honey']
167381,"['ketchups', 'sauces', 'adjika']"
167381,['pasta']
167381,['honey']
167514,['waffles']
167514,['tea']
167514,['crackers']
160227,"['ketchups', 'sauces', 'adjika']"
160227,['pasta']
160227,['honey']
160227,['tea']
160487,"['ketchups', 'sauces', 'adjika']"
160487,['pasta']
160487,['honey']
160487,['tea']
163213,"['ketchups', 'sauces', 'adjika']"
163213,['pasta']
163213,['cheeses']
163213,['tea']
163346,['tea']
163346,['pasta']
163346,['crackers']
163346,['cheeses']
163741,['waffles']
163741,['crackers']
163741,['cheeses']
163741,['tea']
164085,['honey']
164085,['crackers']
164085,['cheeses']
164085,['tea']
164418,['waffles']
164418,['honey']
164418,['cheeses']
164418,['tea']
166691,['waffles']
166691,['honey']
166691,['crackers']
166691,['tea']
167414,['tea']
167414,['waffles']
167414,['honey']
167414,['crackers']
161872,"['ketchups', 'sauces', 'adjika']"
161872,['pasta']
161872,['honey']
161872,['cheeses']
161872,['tea']
165165,['waffles']
165165,['honey']
165165,['crackers']
165165,['cheeses']
165165,['tea']
166474,"['ketchups', 'sauces', 'adjika']"
166474,['pasta']
166474,['honey']
166474,['cheeses']
166474,['tea']
167465,['waffles']
167465,['cheeses']
167465,['honey']
167465,['crackers']
167465,['tea']
